Title,Price,Location,BasicsData,Equipment
Audi A1 1.0 TFSI.S-Tronic-Intense Klein-/ Kompaktwagen,€ 19.900,"Wien 1210 Wien, 21. Bezirk, Floridsdorf ","{'Erstzulassung': '09/2020', 'Vorbesitzer': '1', 'Getriebeart': 'Automatik', 'Kilometerstand': '52.178 km', 'Leistung': '116 PS (85 kW)', 'Treibstoff': 'Benzin', 'Antrieb': 'Vorderrad', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Klein-/ Kompaktwagen', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '09.2023', 'Garantie': '', 'Servicegepflegt': ''}","['8-fach Bereift', 'ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Apple CarPlay', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kurvenfahrlicht', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Notrufsystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A1 Sportback 25 TFSI advanced exterieur Limousine,€ 27.990,Ossiacherzeile 50 9500 Villach Kärnten ,"{'Erstzulassung': '2/2021', 'Kilometerstand': '13.260 km', 'Leistung': '95 PS (70 kW)', 'Treibstoff': 'Benzin', 'Antrieb': 'Vorderrad', 'Getriebeart': 'Automatik', 'CO₂-Ausstoß': '133 g/km', 'Zustand': 'Gebrauchtwagen', 'Anzahl Türen': '4', 'Außenfarbe': 'Weiß', 'Fahrzeugtyp': 'Limousine', 'Hubraum': '999 ccm', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'elektr. Spiegel', 'ISOFIX', 'Lederlenkrad', 'Metallic-Lackierung', 'Servolenkung', 'Tempomat']"
Audi A4 B8 Kombi / Family Van,€ 7.700,4600 Wels Oberösterreich ,"{'Erstzulassung': '10/2008', 'Vorbesitzer': '2', 'Getriebeart': 'Schaltgetriebe', 'Kilometerstand': '209.000 km', 'Leistung': '143 PS (105 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Grau', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '10.2023', 'Servicegepflegt': ''}","['8-fach Bereift', 'ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Frontscheibenheizung', 'Klimaanlage', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Servicegepflegt', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi A4 Avant 40 TDI quattro 2x S-Line Aut. Neu! Kombi / Family Van,€ 50.990,"Südautobahnstraße 3 2512 Tribuswinkel Baden, Niederösterreich ","{'Erstzulassung': '8/2022', 'Getriebeart': 'Automatik', 'Kilometerstand': '20 km', 'Leistung': '204 PS (150 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '1.968 ccm', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Außenfarbe': 'Weiß', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Garantie': '', 'Servicegepflegt': '', 'Leasingfähig': ''}","['ABS', 'Abstandstempomat', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Leasingfähig', 'Lederlenkrad', 'LED-Scheinwerfer', 'Lenkradheizung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Rückfahrkamera', 'Seitenairbags', 'Servicegepflegt', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Standheizung', 'Tempomat', 'Zentralverriegelung']"
Audi Q5 Sportback 50 TFSI e quattro S line SUV / Geländewagen,€ 74.890,Spannheimerstrasse 36 9400 Wolfsberg Kärnten ,"{'Erstzulassung': '3/2022', 'Kilometerstand': '6.656 km', 'Leistung': '265 PS (195 kW)', 'Treibstoff': 'Hybrid Elektro/Benzin', 'Antrieb': 'Allrad', 'Getriebeart': 'Automatik', 'CO₂-Ausstoß': '41 g/km', 'Zustand': 'Gebrauchtwagen', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Grau', 'Fahrzeugtyp': 'SUV / Geländewagen', 'Hubraum': '1.984 ccm', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'elektr. Spiegel', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'LED-Scheinwerfer', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Multifunktionslenkrad', 'Navigationssystem', 'Radio', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Stabilitätsprogramme (ESP)']"
Audi Q3 35 TFSI S line exterieur SUV / Geländewagen,€ 45.990,Villacher Strasse 213 9020 Klagenfurt Kärnten ,"{'Erstzulassung': '10/2021', 'Getriebeart': 'Automatik', 'Kilometerstand': '5.681 km', 'Leistung': '150 PS (110 kW)', 'Treibstoff': 'Benzin', 'Antrieb': 'Vorderrad', 'CO₂-Ausstoß': '159 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'SUV / Geländewagen', 'Hubraum': '1.498 ccm', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Orange', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Apple CarPlay', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Parksensor hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Sitzheizung', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat']"
"Audi A3 1,6 TDI S-tronic sport.S line/LED/ACC/NaviPl... Limousine",€ 20.900,"Unterhömbach 18 3364 Neuhofen an der Ybbs Amstetten, Niederösterreich ","{'Erstzulassung': '3/2017', 'Vorbesitzer': '1', 'Getriebeart': 'Automatik', 'Kilometerstand': '119.000 km', 'Leistung': '110 PS (81 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'CO₂-Ausstoß': '102 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Limousine', 'Hubraum': '1.598 ccm', 'max. Anhängelast': '0 kg', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Verbrauch': '3,70 l/100km', 'Außenfarbe': 'Weiß', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '03.2024', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Abstandstempomat', 'Alarmanlage', 'Android Auto', 'Antriebsschlupfregelung (ASR)', 'Apple CarPlay', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Frontscheibenheizung', 'Handy induktiv laden', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Kurvenfahrlicht', 'Leasingfähig', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Notrufsystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Schisack', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Teilautonomes Fahren', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi e-tron Sportback 55 300 kW Business Limousine,€ 69.290,Spannheimerstrasse 36 9400 Wolfsberg Kärnten ,"{'Erstzulassung': '2/2021', 'Getriebeart': 'Automatik', 'Kilometerstand': '27.720 km', 'Leistung': '215 PS (158 kW)', 'Treibstoff': 'Elektro', 'Antrieb': 'Allrad', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Limousine', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Weiß', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Abstandstempomat', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Sitze', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Seitenairbags', 'Sitzheizung', 'Sportsitze', 'Spurhalteassistent', 'Standheizung', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi e-tron 55 quattro 300 kW Business SUV / Geländewagen,€ 86.990,Ossiacherzeile 50 9500 Villach Kärnten ,"{'Erstzulassung': '7/2021', 'Getriebeart': 'Automatik', 'Kilometerstand': '19.133 km', 'Leistung': '215 PS (158 kW)', 'Treibstoff': 'Elektro', 'Antrieb': 'Allrad', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'SUV / Geländewagen', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Abstandstempomat', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Sitze', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Panoramadach', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Schaltwippen', 'Seitenairbags', 'Sitzheizung', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
"Audi Q5 2,0 TDI quattro sport S-tronic |2x S-Line |K... SUV / Geländewagen",€ 29.490,"Linzerstrasse 179/ B1 4614 Marchtrenk Wels-Land, Oberösterreich ","{'Erstzulassung': '4/2017', 'Vorbesitzer': '2', 'Getriebeart': 'Automatik', 'Kilometerstand': '171.000 km', 'Leistung': '190 PS (140 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'CO₂-Ausstoß': '129 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'SUV / Geländewagen', 'Hubraum': '1.968 ccm', 'max. Anhängelast': '0 kg', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Verbrauch': '4,90 l/100km', 'Außenfarbe': 'Grau', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '04.2024', 'Servicegepflegt': ''}","['8-fach Bereift', 'ABS', 'Alarmanlage', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Dachgepäckträger', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Handy induktiv laden', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Komfortfahrwerk', 'Kopfairbags', 'Kurvenfahrlicht', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Notrufsystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
"Audi A4 Avant 2,0 TDI quattro Sport S-tronic Kombi / Family Van",€ 32.987,"Anton-Auer-Straße 16 6410 Telfs Innsbruck-Land, Tirol ","{'Erstzulassung': '5/2018', 'Vorbesitzer': '1', 'Getriebeart': 'Automatik', 'Kilometerstand': '47.300 km', 'Leistung': '190 PS (140 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'CO₂-Ausstoß': '116 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '1.968 ccm', 'max. Anhängelast': '0 kg', 'Zylinder': '4', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Verbrauch': '4,50 l/100km', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Garantie bis': '3 Jahre', 'Pickerl gültig bis': '05.2024', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fernlichtassistent', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Kurvenfahrlicht', 'Leasingfähig', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi A4 Avant 40 TDI S-tronic LED/STH/AHK/Navi+/Assi... Kombi / Family Van,€ 32.490,10. Oktober Straße 66 9800 Spittal an der Drau Kärnten ,"{'Erstzulassung': '1/2020', 'Vorbesitzer': '1', 'Getriebeart': 'Automatik', 'Kilometerstand': '47.100 km', 'Leistung': '190 PS (140 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'CO₂-Ausstoß': '138 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '1.968 ccm', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '01.2025', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Abstandstempomat', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Leasingfähig', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Schaltwippen', 'Schisack', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tempomat', 'Zentralverriegelung']"
"Audi A4 2,0 TDI Design Limousine",€ 21.790,Salzburgerstrasse 118 4600 Wels Oberösterreich ,"{'Erstzulassung': '7/2018', 'Vorbesitzer': '2', 'Getriebeart': 'Schaltgetriebe', 'Kilometerstand': '88.210 km', 'Leistung': '150 PS (110 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'CO₂-Ausstoß': '104 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Limousine', 'Hubraum': '1.968 ccm', 'max. Anhängelast': '1.900 kg', 'Zylinder': '4', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Verbrauch': '3,80 l/100km', 'Außenfarbe': 'Blau', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '07.2023', 'Garantie': '', 'Servicegepflegt': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Metallic-Lackierung', 'Mittelarmlehne', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Stabilitätsprogramme (ESP)', 'Xenon']"
Audi A4 Avant 2.0 TDI Kombi / Family Van,€ 19.990,Ossiacherzeile 50 9500 Villach Kärnten ,"{'Erstzulassung': '5/2016', 'Getriebeart': 'Automatik', 'Kilometerstand': '126.358 km', 'Leistung': '150 PS (110 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'CO₂-Ausstoß': '106 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '1.968 ccm', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Reifendrucksensor', 'Seitenairbags', 'Sitzheizung', 'Tempomat']"
"Audi A3 SB 1,6 TDI S-tronic *NAVI+XENON+ACC* Limousine",€ 17.990,"Schubertgasse 1 8200 Gleisdorf Weiz, Steiermark ","{'Erstzulassung': '1/2018', 'Getriebeart': 'Automatik', 'Kilometerstand': '155.000 km', 'Leistung': '116 PS (85 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'CO₂-Ausstoß': '103 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Limousine', 'Hubraum': '1.598 ccm', 'max. Anhängelast': '0 kg', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Verbrauch': '3,90 l/100km', 'Außenfarbe': 'Blau', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '01.2024', 'Garantie': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Leasingfähig', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servolenkung', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi A4 Avant 2.0 TDI Sport Kombi / Family Van,€ 21.590,Spannheimerstrasse 36 9400 Wolfsberg Kärnten ,"{'Erstzulassung': '10/2017', 'Kilometerstand': '114.585 km', 'Leistung': '150 PS (110 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'Getriebeart': 'Schaltgetriebe', 'CO₂-Ausstoß': '109 g/km', 'Zustand': 'Gebrauchtwagen', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '1.968 ccm', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bordcomputer', 'ISOFIX', 'Mittelarmlehne', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Servolenkung', 'Sportfahrwerk', 'Stabilitätsprogramme (ESP)', 'Tempomat', 'Xenon']"
Audi A5 Sportback 45 TFSI quattro advanced Aut. Limousine,€ 38.990,"Südautobahnstraße 3 2512 Tribuswinkel Baden, Niederösterreich ","{'Erstzulassung': '10/2020', 'Getriebeart': 'Automatik', 'Kilometerstand': '29.170 km', 'Leistung': '265 PS (195 kW)', 'Treibstoff': 'Benzin', 'Antrieb': 'Allrad', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Limousine', 'Hubraum': '1.984 ccm', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Leasingfähig': ''}","['ABS', 'Android Auto', 'Antriebsschlupfregelung (ASR)', 'Apple CarPlay', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Leasingfähig', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tempomat', 'Zentralverriegelung']"
Audi A6 Avant 40 TDI Sport Kombi / Family Van,€ 60.990,Villacher Strasse 213 9020 Klagenfurt Kärnten ,"{'Erstzulassung': '9/2022', 'Getriebeart': 'Automatik', 'Kilometerstand': '201 km', 'Leistung': '204 PS (150 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'CO₂-Ausstoß': '149 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '1.968 ccm', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Apple CarPlay', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Panoramadach', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Servolenkung', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat']"
