Title,Price,Location,BasicsData,Equipment
"Audi A4 Avant 2,5 TDI V6 Kombi / Family Van",€ 1.600,"Raiffeißenstrasse 16 3382 Loosdorf Melk, Niederösterreich ","{'Erstzulassung': '6/2002', 'Kilometerstand': '296.000 km', 'Leistung': '155 PS (114 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'Getriebeart': 'Schaltgetriebe', 'CO₂-Ausstoß': '189 g/km', 'Zylinder': '6', 'Zustand': 'Gebrauchtwagen', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Verbrauch': '7 l/100km', 'Außenfarbe': 'Grau', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '2.498 ccm', 'max. Anhängelast': '1.600 kg', 'Gewährleistung': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Nebelscheinwerfer', 'Schisack', 'Seitenairbags', 'Servolenkung', 'Stabilitätsprogramme (ESP)', 'Xenon']"
Audi A6 allroad Kombi / Family Van,€ 20.290,"Hofing 11 4274 Schönau im Mühlkreis Freistadt, Oberösterreich ","{'Erstzulassung': '01/2014', 'Vorbesitzer': '4', 'Getriebeart': 'Automatik', 'Kilometerstand': '244.000 km', 'Leistung': '204 PS (150 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '01.2024', 'Servicegepflegt': ''}","['8-fach Bereift', 'ABS', 'Abstandstempomat', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Frontscheibenheizung', 'Head-Up-Display', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Komfortfahrwerk', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkelassistent', 'Xenon', 'Zentralverriegelung']"
Audi Q3 Sportback 35 TFSI SUV / Geländewagen,€ 47.490,Villacher Strasse 213 9020 Klagenfurt Kärnten ,"{'Erstzulassung': '3/2022', 'Getriebeart': 'Automatik', 'Kilometerstand': '17.200 km', 'Leistung': '150 PS (110 kW)', 'Treibstoff': 'Benzin', 'Antrieb': 'Vorderrad', 'CO₂-Ausstoß': '150 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'SUV / Geländewagen', 'Hubraum': '1.498 ccm', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tempomat']"
"Audi Q5 2,0 TDI quattro S-Line SUV / Geländewagen",€ 37.890,"Hönigtaler Straße 46 8301 Kainbach Graz-Umgebung, Steiermark ","{'Erstzulassung': '12/2018', 'Getriebeart': 'Automatik', 'Kilometerstand': '119.844 km', 'Leistung': '190 PS (140 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'CO₂-Ausstoß': '133 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'SUV / Geländewagen', 'Hubraum': '1.968 ccm', 'Zylinder': '4', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Verbrauch': '5,10 l/100km', 'Außenfarbe': 'Grau', 'Abgasnorm': 'EURO 6', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'MwSt. ausweisbar': ''}","['Alarmanlage', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachgepäckträger', 'Dachreling', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
"Audi A8 3,0 TDI clean Diesel quattro Tiptronic Limousine",€ 37.900,"Welser Heide Strasse 6 4063 Neubau (Gde.:Hörsching) Linz Land, Oberösterreich ","{'Erstzulassung': '1/2017', 'Getriebeart': 'Automatik', 'Kilometerstand': '179.000 km', 'Leistung': '262 PS (193 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'CO₂-Ausstoß': '151 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Limousine', 'Hubraum': '2.967 ccm', 'Zylinder': '6', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Verbrauch': '5,80 l/100km', 'Außenfarbe': 'Weiß', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Servicegepflegt': ''}","['ABS', 'Abstandstempomat', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lenkradheizung', 'Lichtsensor', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schiebedach', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkelassistent', 'Zentralverriegelung']"
"Audi Q5 2,0 TDI quattro sport S-tronic SUV / Geländewagen",€ 32.390,"Hönigtaler Straße 46 8301 Kainbach Graz-Umgebung, Steiermark ","{'Erstzulassung': '12/2017', 'Getriebeart': 'Automatik', 'Kilometerstand': '184.762 km', 'Leistung': '163 PS (120 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'CO₂-Ausstoß': '129 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'SUV / Geländewagen', 'Hubraum': '1.968 ccm', 'max. Anhängelast': '0 kg', 'Zylinder': '4', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Verbrauch': '4,90 l/100km', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Beifahrerairbags', 'Bluetooth / USB', 'CD Player', 'Dachgepäckträger', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi A4 Avant 40 TDI S-Line Aut. Kombi / Family Van,€ 39.490,"Südautobahnstraße 3 2512 Tribuswinkel Baden, Niederösterreich ","{'Erstzulassung': '6/2021', 'Getriebeart': 'Automatik', 'Kilometerstand': '25.670 km', 'Leistung': '204 PS (150 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '1.968 ccm', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Garantie': '', 'Servicegepflegt': '', 'Leasingfähig': ''}","['ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Leasingfähig', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Tempomat', 'Zentralverriegelung']"
"Audi A4 Avant 2,0 TDI quattro Sport S-tronic Kombi / Family Van",€ 32.987,"Saglstraße 69 c 6410 Telfs Innsbruck-Land, Tirol ","{'Erstzulassung': '5/2018', 'Vorbesitzer': '1', 'Getriebeart': 'Automatik', 'Kilometerstand': '47.300 km', 'Leistung': '190 PS (140 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'CO₂-Ausstoß': '116 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '1.968 ccm', 'max. Anhängelast': '0 kg', 'Zylinder': '4', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Verbrauch': '4,50 l/100km', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Garantie bis': '3 Jahre', 'Pickerl gültig bis': '05.2024', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fernlichtassistent', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Kurvenfahrlicht', 'Leasingfähig', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi A6 Allroad 3.0TDI Facelift Kombi / Family Van,€ 29.900,"1230 Wien, 23. Bezirk, Liesing ","{'Erstzulassung': '05/2015', 'Getriebeart': 'Automatik', 'Kilometerstand': '154.000 km', 'Leistung': '272 PS (200 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '09.2023', 'Servicegepflegt': ''}","['ABS', 'Abstandstempomat', 'Alarmanlage', 'Android Auto', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Apple CarPlay', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Dachreling', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Head-Up-Display', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Komfortfahrwerk', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Panoramadach', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Schisack', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sperrdifferential', 'Sportfahrwerk', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Teilautonomes Fahren', 'Tempomat', 'Totwinkelassistent', 'Winterpaket', 'Zentralverriegelung']"
Audi Q4 e-tron Q4 50 e-tron quattro 220 kW SUV / Geländewagen,€ 71.990,Allgäuer Strasse 72 6600 Reutte Tirol ,"{'Erstzulassung': '6/2022', 'Getriebeart': 'Automatik', 'Kilometerstand': '9.000 km', 'Leistung': '105 PS (77 kW)', 'Treibstoff': 'Elektro', 'Antrieb': 'Allrad', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'SUV / Geländewagen', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Weiß', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'MwSt. ausweisbar': ''}","['Abstandstempomat', 'Aut. Heckklappe', 'Dachreling', 'elektr. Spiegel', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Rückfahrkamera', 'Sportfahrwerk', 'Sportsitze', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A6 Avant 2.0 TDI ultra Kombi / Family Van,€ 25.990,Allgäuer Strasse 72 6600 Reutte Tirol ,"{'Erstzulassung': '6/2018', 'Kilometerstand': '96.800 km', 'Leistung': '190 PS (140 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'Getriebeart': 'Automatik', 'CO₂-Ausstoß': '115 g/km', 'Zustand': 'Gebrauchtwagen', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '1.968 ccm', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Anhängerkupplung', 'LED-Scheinwerfer', 'Multifunktionslenkrad', 'Navigationssystem', 'Sitzheizung', 'Tagfahrlicht']"
Audi A5 S5 3.0 TFSI quattro Sportwagen / Coupé,€ 48.460,Schwefel 28 6850 Dornbirn Vorarlberg ,"{'Erstzulassung': '4/2018', 'Getriebeart': 'Automatik', 'Kilometerstand': '34.550 km', 'Leistung': '354 PS (260 kW)', 'Treibstoff': 'Benzin', 'Antrieb': 'Allrad', 'CO₂-Ausstoß': '166 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Sportwagen / Coupé', 'Hubraum': '2.995 ccm', 'Anzahl Türen': '2', 'Anzahl Sitze': '4', 'Verbrauch': '7,30 l/100km', 'Außenfarbe': 'Weiß', 'Abgasnorm': 'EURO 6', 'Gewährleistung': '', 'Servicegepflegt': ''}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Einparkhilfe', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lenkradheizung', 'Lichtsensor', 'Media-Interface / mp3', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A6 3.0 TDI clean quattro S-Line S-Tronic 1.Hand Kombi / Family Van,€ 39.780,Schwefel 28 6850 Dornbirn Vorarlberg ,"{'Erstzulassung': '7/2016', 'Vorbesitzer': '1', 'Getriebeart': 'Automatik', 'Kilometerstand': '112.805 km', 'Leistung': '272 PS (200 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'CO₂-Ausstoß': '140 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '2.967 ccm', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Verbrauch': '5,30 l/100km', 'Außenfarbe': 'Grau', 'Abgasnorm': 'EURO 6', 'Gewährleistung': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Leasingfähig', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Media-Interface / mp3', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A6 3.0 TDI clean quattro S-Line S-Tronic 1.Hand Kombi / Family Van,€ 39.780,Schwefel 28 6850 Dornbirn Vorarlberg ,"{'Erstzulassung': '7/2016', 'Vorbesitzer': '1', 'Getriebeart': 'Automatik', 'Kilometerstand': '112.805 km', 'Leistung': '272 PS (200 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'CO₂-Ausstoß': '140 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Kombi / Family Van', 'Hubraum': '2.967 ccm', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Verbrauch': '5,30 l/100km', 'Außenfarbe': 'Grau', 'Abgasnorm': 'EURO 6', 'Gewährleistung': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Leasingfähig', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Media-Interface / mp3', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi Q5 35 TDI intense SUV / Geländewagen,€ 53.390,Ossiacherzeile 50 9500 Villach Kärnten ,"{'Erstzulassung': '4/2022', 'Getriebeart': 'Automatik', 'Kilometerstand': '13.966 km', 'Leistung': '163 PS (120 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'CO₂-Ausstoß': '152 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'SUV / Geländewagen', 'Hubraum': '1.968 ccm', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Abstandstempomat', 'Aut. Heckklappe', 'Beifahrerairbags', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Reifendrucksensor', 'Sitzheizung', 'Spurhalteassistent', 'Tempomat']"
"Audi Q7 3,0 TDI quattro Tiptronic SUV / Geländewagen",€ 54.900,Grillparzergasse 5 3830 Waidhofen an der Thaya Niederösterreich ,"{'Erstzulassung': '7/2016', 'Getriebeart': 'Automatik', 'Kilometerstand': '64.800 km', 'Leistung': '272 PS (200 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Allrad', 'CO₂-Ausstoß': '149 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'SUV / Geländewagen', 'Hubraum': '2.967 ccm', 'max. Anhängelast': '2.700 kg', 'Zylinder': '6', 'Anzahl Türen': '5', 'Anzahl Sitze': '5', 'Verbrauch': '6,20 l/100km', 'Außenfarbe': 'Weiß', 'Abgasnorm': 'EURO 6', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '7.2023', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Abstandstempomat', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'Einparkhilfe', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Komfortfahrwerk', 'Kopfairbags', 'Leasingfähig', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lenkradheizung', 'Lichtsensor', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Winterpaket', 'Xenon', 'Zentralverriegelung']"
"Audi A3 1,6 TDI/Klima/STZ/Leder/Navi/Xenon/ ab:229€ Limousine",€ 22.980,Schwefel 28 6850 Dornbirn Vorarlberg ,"{'Erstzulassung': '7/2018', 'Getriebeart': 'Schaltgetriebe', 'Kilometerstand': '42.278 km', 'Leistung': '116 PS (85 kW)', 'Treibstoff': 'Diesel', 'Antrieb': 'Vorderrad', 'CO₂-Ausstoß': '106 g/km', 'Zustand': 'Gebrauchtwagen', 'Fahrzeugtyp': 'Limousine', 'Hubraum': '1.598 ccm', 'Anzahl Türen': '4', 'Anzahl Sitze': '5', 'Verbrauch': '1,10 l/100km', 'Außenfarbe': 'Weiß', 'Abgasnorm': 'EURO 1', 'Gewährleistung': '', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'CD Player', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'Media-Interface / mp3', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Xenon', 'Zentralverriegelung']"
